notification_cpu, web_api_cpu, processor_cpu, notification_memory, web_api_memory, processor_memory, notification_error_rate, web_api_response_time_p95, processor_response_time_p95, notification_api_health, notification_delivery_success, notification_message_rate, notification_queue, notification_queue_depth, notification_thread_count, processor_db_connections, processor_memory_growth, processor_processing_rate, processor_queue, processor_queue_depth, processor_redis_health, processor_thread_count, web_api_db_connections, web_api_errors, web_api_queue_depth, web_api_redis_health, web_api_requests, web_api_requests_per_second, web_api_thread_count, timestamp                 , anomaly_label, anomaly_type
           22.11,       17.75,         13.68,               46.67,          66.34,            63.41,                    0.02,                    265.86,                      150.07,                    1.0 ,                          1.0 ,                    117.38,              11.63,                     0.68,                     15.28,                    12.79, 0.45                   ,                     16.49,            3.26,                  8.48,                   0.8 ,                  14.65,                  11.72,           0.36,               12.84,                 1.0 ,             9.53,                        9.91,                 6.12, realistic_memory_leak_48  ,             1, memory_leak
            0.0 ,       15.74,          2.81,               64.4 ,          60.79,            74.57,                    0.03,                    135.2 ,                      110.33,                    1.0 ,                          0.96,                     41.35,               6.48,                    18.47,                     20.91,                     7.94, 0.16                   ,                     86.03,            5.49,                  4.02,                   1.0 ,                   7.16,                   9.65,           0.32,                5.0 ,                 0.85,             8.12,                       99.59,                18.69, realistic_memory_leak_36  ,             1, memory_leak
           25.3 ,       40.02,         43.96,               51.23,          47.89,            44.14,                    0.02,                    216.69,                      145.02,                    1.0 ,                          0.93,                    340.2 ,               7.76,                     2.96,                     17.93,                    12.26, 0.21                   ,                     35.48,            1.29,                  8.99,                   1.0 ,                  24.49,                   5.11,           0.19,                1.2 ,                 0.95,            11.04,                       84.57,                14.84, confusing_46              ,             1, cpu_spike
           49.93,       49.22,         40.56,               46.59,          49.75,            53.82,                    0.06,                    224.17,                      188.13,                    0.98,                          0.93,                     47.33,               0.0 ,                     2.8 ,                     10.62,                    11.78, 0.31                   ,                      0.35,            9.65,                  0.1 ,                   1.0 ,                  13.38,                  12.27,           1.2 ,                7.74,                 0.86,             7.31,                       35.62,                 6.67, realistic_cpu_spike_210   ,             1, cpu_spike
           42.42,       35.94,         75.73,               53.76,          47.4 ,            53.05,                    0.13,                    306.85,                      155.8 ,                    0.88,                          0.93,                     19.88,               5.97,                     1.58,                      9.53,                    11.67, -0.75                  ,                     10.74,            2.27,                  0.3 ,                   0.94,                  16.44,                  10.3 ,           0.26,                1.07,                 1.0 ,             9.82,                       24.48,                14.63, realistic_cpu_spike_209   ,             1, cpu_spike
           11.36,       51.7 ,         56.58,               70.2 ,          76.67,            70.27,                    0.05,                    233.62,                      183.31,                    1.0 ,                          0.99,                     10.7 ,               1.07,                    20.22,                     10.58,                    18.48, 0.17                   ,                      9.72,            0.95,                  7.93,                   0.96,                  11.66,                  12.08,           1.84,                3.27,                 0.98,             9.96,                       36.62,                12.9 , realistic_memory_leak_230 ,             1, memory_leak
            8.16,       81.87,         25.81,               57.02,          53.26,            50.98,                    0.02,                    215.86,                      199.48,                    0.89,                          1.0 ,                      8.86,              21.32,                     8.13,                     10.57,                    13.02, -0.34                  ,                      7.3 ,            5.3 ,                  0.31,                   0.97,                  10.21,                  10.62,           0.33,                1.86,                 0.9 ,             7.79,                      142.07,                11.97, realistic_cpu_spike_333   ,             1, cpu_spike
           20.49,       71.96,         19.45,               44.6 ,          54.51,            48.79,                    0.01,                    281.43,                      172.02,                    0.91,                          1.0 ,                     66.9 ,              10.79,                     4.45,                     12.6 ,                     5.03, -0.13                  ,                     43.75,            4.81,                  2.5 ,                   0.97,                  17.8 ,                  11.16,           0.38,                6.67,                 1.0 ,            11.01,                       25.74,                 7.98, realistic_cpu_spike_91    ,             1, cpu_spike
            3.52,       35.55,         15.97,               37.84,          49.84,            51.19,                    0.2 ,                    507.18,                      261.04,                    1.0 ,                          1.0 ,                     25.1 ,               0.66,                     2.03,                     24.45,                    11.15, 0.31                   ,                      1.44,            0.76,                  7.05,                   1.0 ,                   8.14,                  15.85,           0.06,               13.38,                 1.0 ,            11.06,                       78.55,                17.14, realistic_service_crash_53,             1, service_crash
           17.23,        0.0 ,         32.45,               50.06,          42.54,            32.12,                    0.02,                    110.92,                       42.11,                    0.94,                          1.0 ,                      1.35,               3.14,                     0.3 ,                     18.33,                    10.76, -0.56                  ,                    100.57,           10.72,                  0.36,                   1.0 ,                   6.56,                  11.27,           1.36,               11.68,                 0.89,            11.02,                      112.4 ,                19.89, realistic_normal_441      ,             0, normal
           47.26,       20.99,         26.15,               48.6 ,          45.91,            50.91,                    0.03,                    273.33,                      267.15,                    0.86,                          1.0 ,                      2.5 ,               0.29,                     1.56,                     19.78,                     2.94, 0.42                   ,                     59.16,            3.11,                  1.54,                   1.0 ,                   6.79,                   8.43,           0.98,                8.52,                 0.89,            10.05,                      140.46,                17.49, realistic_cpu_spike_320   ,             1, cpu_spike
           11.36,       39.83,          0.76,               73.28,          71.51,            71.18,                    0.05,                    230.94,                      222.64,                    0.89,                          0.97,                    140.81,               8.44,                     0.54,                     22.06,                    10.33, 0.09                   ,                     26.38,            2.44,                  1.74,                   1.0 ,                  14.48,                   7.72,           1.81,               15.24,                 0.94,            10.65,                       17.67,                 5.71, realistic_memory_leak_253 ,             1, memory_leak
            8.34,        0.0 ,         19.62,               56.64,          33.23,            45.98,                    0.01,                    140.94,                      115.78,                    0.84,                          0.99,                     28.48,              11.71,                    26.98,                      9.96,                     8.79, -0.46                  ,                     51.71,            3.43,                  7.32,                   0.83,                   9.81,                  12.52,           1.53,                9.4 ,                 1.0 ,            10.32,                       76.38,                19.14, realistic_normal_1136     ,             0, normal
           26.61,       35.69,         24.97,               75.54,          72.11,            69.61,                    0.01,                    194.0 ,                      156.55,                    0.92,                          1.0 ,                     81.1 ,               5.21,                     1.05,                     16.27,                     8.8 , 0.19                   ,                     11.2 ,            5.15,                 11.92,                   0.88,                  20.7 ,                   6.91,           0.22,                2.56,                 0.89,             9.96,                       65.89,                11.68, realistic_memory_leak_115 ,             1, memory_leak
           21.53,       28.69,         31.16,               51.13,          48.8 ,            57.28,                    0.03,                    348.11,                      169.94,                    0.86,                          0.98,                     11.56,               1.04,                     3.54,                      6.88,                    13.59, -0.3                   ,                    193.78,           16.81,                  8.04,                   1.0 ,                  10.97,                  13.41,           1.29,                2.34,                 1.0 ,             8.5 ,                       56.15,                13.02, realistic_cpu_spike_56    ,             1, cpu_spike
           32.61,       45.95,         36.99,               44.15,          51.03,            44.39,                    0.03,                    216.46,                      158.25,                    0.95,                          1.0 ,                     29.79,              12.55,                     0.04,                     12.53,                    12.48, -0.6                   ,                     37.01,            8.26,                  1.0 ,                   1.0 ,                  18.57,                  10.88,           2.31,               11.23,                 1.0 ,            10.33,                       29.61,                 6.08, confusing_12              ,             1, cpu_spike
            4.51,       47.04,         22.36,               72.45,          71.56,            65.72,                    0.01,                    203.42,                      130.52,                    1.0 ,                          1.0 ,                     16.82,              11.98,                     2.66,                     10.81,                    10.1 , 0.1                    ,                     76.97,            3.79,                  9.81,                   0.76,                  24.61,                   4.81,           1.25,                0.06,                 0.85,             7.51,                        5.15,                21.51, realistic_memory_leak_31  ,             1, memory_leak
           12.91,        9.99,         45.5 ,               62.1 ,          75.42,            69.77,                    0.03,                    175.22,                      105.87,                    0.72,                          0.97,                     73.95,               0.85,                     2.64,                     20.31,                     9.07, -0.52                  ,                      4.29,           12.72,                  4.89,                   0.91,                   9.32,                   5.44,           1.24,                0.9 ,                 1.0 ,             6.82,                       35.49,                22.85, realistic_memory_leak_95  ,             1, memory_leak
           52.38,       31.13,         64.57,               43.06,          53.46,            49.35,                    0.01,                    233.01,                      159.02,                    1.0 ,                          0.95,                    276.89,              15.62,                     0.71,                     13.92,                     6.86, -0.7                   ,                     17.61,           13.63,                  6.39,                   1.0 ,                  20.25,                  11.2 ,           0.21,                5.22,                 1.0 ,            10.76,                       35.66,                15.06, realistic_cpu_spike_197   ,             1, cpu_spike
            7.97,       31.1 ,         28.55,               66.53,          77.6 ,            73.23,                    0.02,                    128.36,                       94.96,                    0.97,                          1.0 ,                     31.96,               0.53,                     5.59,                     10.76,                    11.89, 0.34                   ,                      9.6 ,            3.01,                 10.44,                   0.98,                  21.78,                   9.84,           0.24,                0.33,                 0.96,             9.74,                       18.97,                10.1 , realistic_memory_leak_250 ,             1, memory_leak
           13.34,       23.53,          5.21,               47.94,          51.68,            51.12,                    0.0 ,                    161.16,                       95.08,                    1.0 ,                          1.0 ,                    288.99,               7.32,                     2.41,                     19.52,                     3.87, 0.54                   ,                     10.91,            1.43,                  1.26,                   1.0 ,                  15.53,                   9.59,           0.29,                0.5 ,                 0.93,            12.78,                       43.16,                 6.18, realistic_normal_663      ,             0, normal
            9.72,       70.27,         39.91,               42.0 ,          52.03,            52.77,                    0.74,                    364.54,                      391.26,                    0.89,                          0.95,                     57.33,               5.14,                     2.1 ,                     19.95,                     9.79, 0.21                   ,                     48.42,            2.39,                  0.06,                   0.93,                  13.71,                   9.26,           0.89,               14.4 ,                 1.0 ,             6.95,                       49.11,                 9.33, realistic_service_crash_83,             1, service_crash
           12.58,       21.08,         33.65,               36.65,          52.59,            62.57,                    0.01,                    297.75,                      142.52,                    1.0 ,                          1.0 ,                      7.73,               2.79,                     6.83,                     11.51,                    14.62, 1.15                   ,                      8.57,            1.0 ,                  4.37,                   0.85,                   5.96,                  11.68,           1.03,                2.99,                 0.91,             6.4 ,                       31.33,                21.43, realistic_cpu_spike_57    ,             1, cpu_spike
           13.98,       57.25,         15.73,               61.92,          71.76,            62.86,                    0.01,                    235.68,                      150.25,                    0.87,                          0.92,                     79.27,               6.65,                     2.63,                     12.24,                     9.83, 0.96                   ,                     12.43,            0.52,                  1.68,                   0.96,                  17.25,                   7.86,           0.27,               24.18,                 0.89,            10.08,                       74.07,                23.65, realistic_memory_leak_242 ,             1, memory_leak
           13.96,       38.52,         17.83,                4.4 ,          44.08,            39.25,                    1.0 ,                    441.46,                      336.55,                    1.0 ,                          0.95,                     45.17,               5.6 ,                     6.31,                     16.18,                    12.16, -0.11                  ,                     28.29,            6.19,                  1.66,                   0.93,                   8.02,                   8.8 ,           0.18,                9.93,                 0.99,            12.35,                       39.61,                13.16, realistic_service_crash_14,             1, service_crash
           23.67,       42.84,         44.89,               75.75,          73.59,            55.86,                    0.02,                    244.1 ,                      129.48,                    1.0 ,                          0.97,                     17.0 ,              10.32,                     8.93,                     24.37,                    10.53, 0.07                   ,                     34.08,            6.42,                  2.44,                   1.0 ,                  22.93,                   7.85,           0.56,                1.5 ,                 1.0 ,             9.56,                       39.59,                21.21, realistic_memory_leak_100 ,             1, memory_leak
           16.67,        0.0 ,         20.22,               54.84,          53.16,            51.12,                    0.02,                     81.11,                      107.5 ,                    0.92,                          1.0 ,                     20.74,               0.57,                     3.53,                     15.65,                     3.23, 0.32                   ,                      3.41,            4.87,                  4.4 ,                   1.0 ,                  13.73,                   8.58,           0.78,                0.53,                 0.77,             9.64,                        4.21,                18.12, realistic_normal_317      ,             0, normal
           13.69,       27.71,         19.54,               51.14,          57.4 ,            42.3 ,                    0.04,                    100.13,                       47.81,                    1.0 ,                          0.97,                     58.97,               1.42,                     1.02,                     11.2 ,                     7.4 , 0.45                   ,                      6.16,            2.45,                  4.9 ,                   0.83,                  13.29,                   9.51,           0.09,                0.67,                 1.0 ,            11.98,                        3.33,                 7.46, realistic_normal_648      ,             0, normal
           40.77,      100.0 ,         53.89,               55.73,          44.79,            50.45,                    0.09,                    348.98,                      150.74,                    0.84,                          0.96,                     25.43,               1.94,                     1.13,                     16.85,                     8.17, -0.31                  ,                     34.18,            3.12,                  2.19,                   1.0 ,                  10.82,                   8.22,           2.06,                8.96,                 1.0 ,             8.79,                       34.49,                18.56, realistic_cpu_spike_234   ,             1, cpu_spike
           39.28,       59.06,         59.06,               46.48,          48.71,            54.3 ,                    0.14,                    268.61,                      192.98,                    1.0 ,                          1.0 ,                     58.5 ,               3.15,                     0.55,                     13.76,                    11.03, -0.69                  ,                    113.9 ,            0.5 ,                  0.83,                   0.82,                  19.9 ,                   8.81,           0.68,                4.38,                 0.91,            10.13,                       58.76,                19.57, realistic_cpu_spike_279   ,             1, cpu_spike
            0.0 ,       48.89,         22.05,               55.88,          44.68,            51.53,                    0.01,                    153.41,                      142.08,                    1.0 ,                          0.99,                     20.03,               2.81,                     4.71,                     10.29,                     9.73, 0.54                   ,                    220.03,            4.49,                  0.88,                   1.0 ,                  10.66,                   9.91,           0.16,                2.84,                 0.89,             9.46,                        8.92,                23.14, realistic_normal_709      ,             0, normal
           39.92,       65.65,         71.16,               39.2 ,          55.35,            50.17,                    0.04,                    203.54,                      105.92,                    0.88,                          0.95,                     31.78,              11.15,                     1.07,                     18.78,                     8.64, 0.24                   ,                     15.66,            2.92,                  0.5 ,                   0.94,                  13.09,                  11.06,           3.49,               13.24,                 1.0 ,             8.7 ,                      244.37,                10.33, realistic_cpu_spike_182   ,             1, cpu_spike
           25.16,       62.24,         40.45,               42.03,          49.91,            49.54,                    0.03,                    300.84,                      176.13,                    0.89,                          1.0 ,                     21.89,              13.41,                     6.46,                     21.51,                    16.23, 0.84                   ,                     73.85,            0.68,                 17.5 ,                   0.77,                  13.44,                   5.32,           0.02,                4.0 ,                 0.81,             8.69,                      211.76,                 5.62, realistic_cpu_spike_82    ,             1, cpu_spike
           29.51,       21.63,          6.57,               64.34,          78.67,            68.92,                    0.01,                    214.86,                       90.0 ,                    1.0 ,                          0.95,                     61.97,               5.06,                     1.76,                     17.58,                    14.78, 0.07                   ,                      9.93,            5.03,                  0.82,                   1.0 ,                  18.93,                  13.37,           0.1 ,                3.13,                 0.83,            11.35,                       56.89,                12.15, realistic_memory_leak_168 ,             1, memory_leak
           15.78,       11.91,         33.73,               53.36,          47.54,            47.13,                    0.01,                    106.41,                      119.58,                    0.89,                          1.0 ,                      0.51,               3.55,                     6.48,                     21.3 ,                     7.72, -0.52                  ,                      4.75,            6.2 ,                  2.44,                   0.93,                  15.42,                  12.58,           0.43,                2.15,                 0.98,             7.97,                       43.63,                12.12, realistic_normal_972      ,             0, normal
           25.11,       31.27,         37.77,               48.02,          48.69,            47.95,                    0.03,                    149.05,                       88.24,                    0.94,                          0.99,                    167.43,               4.01,                     3.53,                     12.22,                     6.6 , -0.32                  ,                      1.06,            1.59,                  2.98,                   1.0 ,                  16.56,                  10.49,           0.05,                6.75,                 1.0 ,            10.64,                       75.56,                11.31, realistic_normal_627      ,             0, normal
           15.25,       25.95,         22.91,               40.25,          42.83,            52.37,                    0.03,                    149.11,                       73.79,                    0.88,                          1.0 ,                     20.9 ,               0.88,                     7.28,                     15.82,                    11.23, -0.19                  ,                     32.43,            4.64,                  5.52,                   0.83,                   4.92,                  12.2 ,           2.22,                0.42,                 1.0 ,             9.63,                        3.14,                19.41, realistic_normal_632      ,             0, normal
           34.86,       43.19,         36.4 ,               33.26,          49.13,            55.26,                    0.01,                    290.81,                      209.63,                    1.0 ,                          0.99,                    171.06,               3.18,                     1.26,                     16.43,                    10.03, 0.53                   ,                     59.21,            1.2 ,                  4.44,                   0.8 ,                  19.19,                   8.68,           1.25,                8.75,                 0.92,            12.1 ,                        9.91,                15.18, realistic_cpu_spike_106   ,             1, cpu_spike
           27.99,       56.31,         37.41,               57.59,          52.05,            44.33,                    0.02,                    233.75,                       74.96,                    0.85,                          1.0 ,                      4.22,               2.76,                     0.28,                     15.17,                    10.05, -0.53                  ,                     10.03,            1.32,                  1.25,                   1.0 ,                  11.86,                   9.13,           2.26,               10.82,                 0.89,            10.32,                       81.48,                11.39, realistic_cpu_spike_200   ,             1, cpu_spike
           50.44,       65.42,         57.16,               54.46,          47.26,            46.7 ,                    0.06,                    295.59,                      155.75,                    1.0 ,                          1.0 ,                     41.81,               7.39,                     1.74,                     13.01,                    10.01, 0.46                   ,                     70.38,            6.53,                  4.94,                   1.0 ,                  21.7 ,                   9.74,           0.63,                5.21,                 1.0 ,             8.51,                       14.66,                10.68, realistic_cpu_spike_208   ,             1, cpu_spike
           42.02,       51.26,         67.27,               44.34,          56.2 ,            42.83,                    0.03,                    225.72,                      149.94,                    0.83,                          1.0 ,                     46.33,               1.15,                     2.98,                      1.95,                    11.1 , 0.01                   ,                     59.03,           16.75,                  7.79,                   0.81,                  12.48,                   7.75,           0.08,                0.73,                 0.87,             8.73,                       12.02,                11.23, realistic_cpu_spike_48    ,             1, cpu_spike
           31.22,       44.14,         42.99,               49.63,          53.72,            52.71,                    0.06,                    218.83,                      138.82,                    0.98,                          0.9 ,                     76.07,               1.41,                     0.16,                      7.4 ,                    12.54, -0.55                  ,                    153.34,            2.52,                  7.99,                   0.99,                  13.18,                   9.1 ,           2.25,                0.19,                 1.0 ,             9.37,                        1.95,                16.19, confusing_75              ,             1, cpu_spike
            6.72,       71.94,         57.53,               31.72,          46.81,            36.35,                    0.07,                    331.93,                      214.69,                    1.0 ,                          1.0 ,                     11.26,              26.62,                     3.23,                     19.79,                    13.53, -0.09                  ,                      6.83,            1.0 ,                  6.24,                   0.81,                  10.5 ,                  16.09,           0.4 ,                0.67,                 0.97,            10.86,                       20.5 ,                13.96, realistic_cpu_spike_54    ,             1, cpu_spike
           37.23,       75.54,        100.0 ,               48.09,          57.13,            55.75,                    0.04,                    308.03,                      249.69,                    1.0 ,                          1.0 ,                     21.0 ,              12.58,                     3.49,                     16.55,                    10.37, 0.22                   ,                      9.06,           15.04,                 20.72,                   1.0 ,                  14.41,                   7.18,           0.79,                0.48,                 0.97,             7.28,                      164.96,                14.11, realistic_cpu_spike_296   ,             1, cpu_spike
           39.99,       22.38,         81.5 ,               56.05,          50.41,            42.84,                    0.02,                    297.57,                      227.66,                    0.88,                          1.0 ,                     84.83,               1.19,                     7.71,                     14.93,                     4.95, 0.12                   ,                     22.58,           17.9 ,                  3.31,                   0.93,                  23.99,                  13.64,           1.89,                0.37,                 0.9 ,            10.13,                       19.03,                 5.97, realistic_cpu_spike_171   ,             1, cpu_spike
           18.62,       14.02,         98.91,               58.84,          47.22,            57.7 ,                    0.11,                    333.5 ,                      180.84,                    0.96,                          1.0 ,                      7.66,               3.6 ,                     3.72,                     11.78,                     9.62, 0.81                   ,                     39.62,            1.93,                  8.86,                   1.0 ,                  18.74,                   9.13,           0.77,                0.67,                 0.85,             8.55,                      159.52,                13.85, realistic_cpu_spike_329   ,             1, cpu_spike
           31.44,        2.91,         11.2 ,               73.65,          66.0 ,            71.74,                    0.01,                    220.87,                      142.88,                    0.8 ,                          0.93,                      2.13,               4.72,                     1.88,                     13.89,                     9.87, -0.05                  ,                     18.32,            4.3 ,                 13.28,                   1.0 ,                  19.23,                   4.99,           1.58,               15.65,                 0.89,            11.5 ,                       80.19,                17.79, realistic_memory_leak_63  ,             1, memory_leak
           38.56,       20.85,         57.75,               39.04,          50.51,            50.34,                    0.01,                    377.51,                      133.94,                    1.0 ,                          0.95,                     11.07,               0.03,                     3.71,                     16.74,                     7.98, 0.3                    ,                     31.78,            4.18,                  1.03,                   0.91,                  16.85,                   7.01,           0.29,                2.44,                 0.79,             9.76,                       79.34,                14.48, realistic_cpu_spike_154   ,             1, cpu_spike
           22.06,       55.19,          5.85,               46.61,          75.1 ,            60.36,                    0.01,                    130.91,                      153.35,                    1.0 ,                          0.97,                     25.53,               1.37,                     3.83,                     15.82,                     2.6 , -0.68                  ,                     18.96,            6.49,                  3.28,                   0.97,                   7.98,                   9.09,           0.23,                1.39,                 0.96,             8.37,                       15.85,                11.07, realistic_memory_leak_221 ,             1, memory_leak
           25.26,       47.87,         42.86,               48.69,          53.3 ,            48.13,                    0.02,                    185.93,                      138.38,                    1.0 ,                          0.96,                      1.73,               2.66,                     0.35,                     17.46,                     8.01, 0.14                   ,                      0.84,           14.35,                  5.47,                   0.96,                   9.93,                  12.57,           1.68,                3.54,                 0.87,             4.91,                        1.67,                10.8 , confusing_63              ,             1, cpu_spike
           25.38,       48.7 ,         38.21,               53.83,          47.23,            50.41,                    0.05,                    195.26,                      122.38,                    0.86,                          1.0 ,                     31.09,               0.76,                     4.64,                     17.48,                     5.76, -0.32                  ,                     12.83,            9.17,                 19.29,                   0.85,                  18.45,                  11.63,           0.97,                3.76,                 0.97,             8.8 ,                       20.4 ,                22.56, confusing_52              ,             1, cpu_spike
           24.13,       30.23,         36.17,               84.47,          72.93,            62.69,                    0.04,                    224.87,                       94.23,                    0.79,                          0.99,                      4.9 ,              12.22,                     4.85,                     11.24,                    10.36, 0.12                   ,                     17.73,            0.51,                  5.03,                   0.81,                  10.93,                   8.06,           0.21,                1.77,                 0.95,             8.4 ,                        1.25,                 1.0 , realistic_memory_leak_43  ,             1, memory_leak
            8.5 ,       28.31,         14.58,               20.6 ,          65.95,            55.0 ,                    1.0 ,                    247.93,                      432.59,                    0.97,                          1.0 ,                     12.09,              10.74,                     1.61,                     25.9 ,                     7.45, -0.33                  ,                      5.03,            3.45,                  1.98,                   0.68,                  21.38,                   4.34,           1.69,                3.82,                 0.97,            10.27,                        5.8 ,                14.5 , realistic_service_crash_97,             1, service_crash
           16.49,       28.41,          7.44,               55.22,          47.33,            55.12,                    0.07,                    154.6 ,                       90.49,                    0.84,                          0.92,                     15.53,               8.4 ,                    19.66,                     20.31,                    10.4 , 0.87                   ,                     29.22,            3.88,                  3.11,                   0.81,                  15.07,                  10.69,           1.14,               14.97,                 0.99,             9.13,                       87.47,                13.88, realistic_normal_795      ,             0, normal
           22.45,       28.83,         30.29,               28.87,          51.89,            52.58,                    0.01,                     95.97,                       99.46,                    1.0 ,                          0.85,                     77.86,               2.77,                     1.57,                     16.87,                    10.83, 0.62                   ,                     44.76,            4.72,                  6.34,                   0.92,                  16.16,                   8.75,           0.47,                0.33,                 0.97,            14.29,                        9.4 ,                16.55, realistic_normal_645      ,             0, normal
           21.2 ,       37.95,          0.0 ,               42.54,          55.79,            39.82,                    0.06,                    182.69,                      104.82,                    0.99,                          1.0 ,                    135.95,               4.46,                     1.38,                     16.42,                     5.65, 0.79                   ,                      6.13,            0.62,                  2.28,                   1.0 ,                  10.75,                   8.09,           0.22,                0.7 ,                 1.0 ,            11.85,                       60.69,                18.1 , realistic_normal_1012     ,             0, normal
            6.97,       43.18,         28.6 ,                0.0 ,          66.18,            48.29,                    0.8 ,                    277.61,                      328.07,                    0.92,                          1.0 ,                      6.3 ,               4.5 ,                     2.86,                      9.76,                    13.22, -0.04                  ,                      9.18,            4.52,                  8.63,                   1.0 ,                  13.99,                  11.66,           0.15,                8.13,                 0.85,             9.03,                        4.76,                15.35, realistic_service_crash_87,             1, service_crash
           20.47,       27.02,         35.74,               35.87,          53.0 ,            39.26,                    0.0 ,                    180.71,                      102.96,                    0.83,                          0.92,                     25.6 ,               6.12,                     4.17,                     10.02,                    13.67, 0.12                   ,                     35.17,            0.74,                  1.13,                   0.82,                   6.81,                   5.05,           0.38,                0.8 ,                 0.95,            11.38,                      265.44,                12.49, realistic_normal_556      ,             0, normal
           19.78,       18.89,         27.29,               54.32,          51.44,            47.8 ,                    0.02,                    183.17,                       85.35,                    0.92,                          0.93,                    173.31,               5.52,                     2.78,                      9.16,                    16.52, -0.08                  ,                      2.86,            6.31,                  0.53,                   0.94,                  14.29,                  10.62,           1.07,                4.05,                 1.0 ,            11.73,                       26.39,                 7.6 , realistic_normal_681      ,             0, normal
           10.13,       24.3 ,         23.28,               45.88,          41.13,            38.59,                    0.03,                    193.31,                       69.98,                    0.83,                          0.91,                      5.29,               7.18,                     2.27,                      6.89,                    10.54, 1.02                   ,                     24.68,            3.65,                  1.96,                   0.87,                  16.16,                   5.67,           0.02,                4.02,                 1.0 ,             6.61,                        3.75,                24.05, realistic_normal_577      ,             0, normal
           29.0 ,       41.62,         25.26,               51.09,          69.57,            65.26,                    0.04,                    241.52,                       93.17,                    0.85,                          0.93,                    100.86,               2.45,                     0.1 ,                     17.08,                    13.02, -0.24                  ,                     98.08,            4.2 ,                  1.74,                   1.0 ,                  15.52,                   7.1 ,           0.78,               10.91,                 0.79,             7.28,                        4.67,                16.91, realistic_memory_leak_219 ,             1, memory_leak
           23.77,        0.0 ,         24.46,               55.75,          60.08,            44.48,                    0.02,                    181.2 ,                       98.47,                    1.0 ,                          0.97,                     66.19,              14.32,                     2.02,                     15.65,                     7.91, -0.01                  ,                     51.29,            4.02,                  0.21,                   1.0 ,                  17.63,                  10.3 ,           0.6 ,               10.44,                 1.0 ,            13.34,                       47.77,                 9.56, realistic_normal_1109     ,             0, normal
           52.21,       93.41,         57.15,               49.56,          43.39,            40.64,                    0.03,                    207.05,                      110.28,                    0.96,                          0.99,                     49.42,               4.37,                     2.79,                     20.79,                    11.54, 0.56                   ,                      5.21,            0.81,                  7.75,                   1.0 ,                  21.41,                  10.71,           0.2 ,                0.16,                 0.93,             7.55,                       37.04,                17.19, realistic_cpu_spike_66    ,             1, cpu_spike
            0.0 ,       34.61,         19.35,               65.74,          71.05,            61.14,                    0.01,                    235.65,                      168.77,                    1.0 ,                          0.99,                      7.59,               1.5 ,                     1.45,                     15.57,                    14.51, -0.2                   ,                    111.75,            5.89,                  3.76,                   0.91,                  15.17,                   6.02,           0.67,                9.3 ,                 0.93,             7.67,                       50.6 ,                26.66, realistic_memory_leak_122 ,             1, memory_leak
